Token,InfluenceScore,RecallScore,Category,Type,OnScreenRender
car159,0.9802,0.6289,High Influence,Tagged Variant,"Displays as: ""car159"""
arrive_1992,0.6088,0.5316,Peripheral,Tagged Variant,"Displays as: ""arrive_1992"""
border_5557,0.993,0.8285,Core Anchor,Tagged Variant,"Displays as: ""border_5557"""
access320,0.6345,0.5305,Peripheral,Tagged Variant,"Displays as: ""access320"""
carry_7445,0.9258,0.3968,High Influence,Tagged Variant,"Displays as: ""carry_7445"""
basis_1384,0.7121,0.5793,Peripheral,Tagged Variant,"Displays as: ""basis_1384"""
ask_7231,0.6529,0.9859,High Recall,Tagged Variant,"Displays as: ""ask_7231"""
allow_9256,0.7759,0.4581,Peripheral,Tagged Variant,"Displays as: ""allow_9256"""
campaign970,0.8576,0.7285,High Influence,Tagged Variant,"Displays as: ""campaign970"""
business282,0.7524,0.6031,Peripheral,Tagged Variant,"Displays as: ""business282"""
address59,0.6218,0.3497,Peripheral,Tagged Variant,"Displays as: ""address59"""
candidate281,0.8398,0.6415,High Influence,Tagged Variant,"Displays as: ""candidate281"""
anything504,0.961,0.7915,High Influence,Tagged Variant,"Displays as: ""anything504"""
ahead156,0.7533,0.6593,Peripheral,Tagged Variant,"Displays as: ""ahead156"""
analysis_2258,0.6865,0.9105,High Recall,Tagged Variant,"Displays as: ""analysis_2258"""
background_3314,0.777,0.5023,Peripheral,Tagged Variant,"Displays as: ""background_3314"""
capacity743,0.6193,0.3604,Peripheral,Tagged Variant,"Displays as: ""capacity743"""
accident_9039,0.9282,0.9556,Core Anchor,Tagged Variant,"Displays as: ""accident_9039"""
bit_3894,0.9305,0.5647,High Influence,Tagged Variant,"Displays as: ""bit_3894"""
capital_2063,0.8352,0.7035,High Influence,Tagged Variant,"Displays as: ""capital_2063"""
argue_9564,0.7412,0.8544,High Recall,Tagged Variant,"Displays as: ""argue_9564"""
because_2890,0.9199,0.527,High Influence,Tagged Variant,"Displays as: ""because_2890"""
border_1170,0.8219,0.8013,High Influence,Tagged Variant,"Displays as: ""border_1170"""
amazing546,0.9304,0.3948,High Influence,Tagged Variant,"Displays as: ""amazing546"""
break_9458,0.8526,0.5039,High Influence,Tagged Variant,"Displays as: ""break_9458"""
art_6046,0.9138,0.4013,High Influence,Tagged Variant,"Displays as: ""art_6046"""
bring312,0.8394,0.8679,High Influence,Tagged Variant,"Displays as: ""bring312"""
around_9625,0.7657,0.4559,Peripheral,Tagged Variant,"Displays as: ""around_9625"""
amount_1063,0.9832,0.8022,Core Anchor,Tagged Variant,"Displays as: ""amount_1063"""
can_5489,0.8164,0.9603,High Influence,Tagged Variant,"Displays as: ""can_5489"""
activity881,0.842,0.6694,High Influence,Tagged Variant,"Displays as: ""activity881"""
actual892,0.6882,0.678,Peripheral,Tagged Variant,"Displays as: ""actual892"""
admit_1760,0.8503,0.6227,High Influence,Tagged Variant,"Displays as: ""admit_1760"""
campaign730,0.8286,0.5281,High Influence,Tagged Variant,"Displays as: ""campaign730"""
art58,0.6739,0.633,Peripheral,Tagged Variant,"Displays as: ""art58"""
active723,0.6238,0.722,Peripheral,Tagged Variant,"Displays as: ""active723"""
big_8606,0.8417,0.9902,High Influence,Tagged Variant,"Displays as: ""big_8606"""
bit_6658,0.9055,0.9564,Core Anchor,Tagged Variant,"Displays as: ""bit_6658"""
allow336,0.8094,0.9035,High Influence,Tagged Variant,"Displays as: ""allow336"""
area_7962,0.6907,0.9224,High Recall,Tagged Variant,"Displays as: ""area_7962"""
available_4347,0.8666,0.6275,High Influence,Tagged Variant,"Displays as: ""available_4347"""
available134,0.632,0.7602,Peripheral,Tagged Variant,"Displays as: ""available134"""
behavior49,0.7767,0.9265,High Recall,Tagged Variant,"Displays as: ""behavior49"""
balance826,0.6653,0.5751,Peripheral,Tagged Variant,"Displays as: ""balance826"""
aware_6931,0.6738,0.9732,High Recall,Tagged Variant,"Displays as: ""aware_6931"""
area531,0.6809,0.5911,Peripheral,Tagged Variant,"Displays as: ""area531"""
budget597,0.7547,0.7208,Peripheral,Tagged Variant,"Displays as: ""budget597"""
actual_6160,0.6205,0.7969,Peripheral,Tagged Variant,"Displays as: ""actual_6160"""
best_5605,0.7591,0.9654,High Recall,Tagged Variant,"Displays as: ""best_5605"""
body_8880,0.8047,0.4712,High Influence,Tagged Variant,"Displays as: ""body_8880"""
although_9342,0.7933,0.8223,High Recall,Tagged Variant,"Displays as: ""although_9342"""
agree967,0.7531,0.6646,Peripheral,Tagged Variant,"Displays as: ""agree967"""
accident_9680,0.9357,0.488,High Influence,Tagged Variant,"Displays as: ""accident_9680"""
campaign353,0.6581,0.8436,High Recall,Tagged Variant,"Displays as: ""campaign353"""
also680,0.8023,0.6866,High Influence,Tagged Variant,"Displays as: ""also680"""
admit322,0.6248,0.7627,Peripheral,Tagged Variant,"Displays as: ""admit322"""
benefit_3830,0.6285,0.526,Peripheral,Tagged Variant,"Displays as: ""benefit_3830"""
assume_3220,0.8295,0.6369,High Influence,Tagged Variant,"Displays as: ""assume_3220"""
agent703,0.8264,0.7321,High Influence,Tagged Variant,"Displays as: ""agent703"""
account_1736,0.9512,0.5834,High Influence,Tagged Variant,"Displays as: ""account_1736"""
camera892,0.8231,0.4389,High Influence,Tagged Variant,"Displays as: ""camera892"""
campaign_2545,0.9839,0.9731,Core Anchor,Tagged Variant,"Displays as: ""campaign_2545"""
building184,0.6195,0.658,Peripheral,Tagged Variant,"Displays as: ""building184"""
button_1241,0.6392,0.8137,High Recall,Tagged Variant,"Displays as: ""button_1241"""
boy_2436,0.6176,0.5877,Peripheral,Tagged Variant,"Displays as: ""boy_2436"""
access_3745,0.6741,0.5486,Peripheral,Tagged Variant,"Displays as: ""access_3745"""
anything42,0.8165,0.585,High Influence,Tagged Variant,"Displays as: ""anything42"""
aware_9767,0.8582,0.5864,High Influence,Tagged Variant,"Displays as: ""aware_9767"""
across_3325,0.6182,0.6809,Peripheral,Tagged Variant,"Displays as: ""across_3325"""
after_9767,0.9784,0.6804,High Influence,Tagged Variant,"Displays as: ""after_9767"""
accept_2488,0.9369,0.648,High Influence,Tagged Variant,"Displays as: ""accept_2488"""
behind_6602,0.7186,0.3944,Peripheral,Tagged Variant,"Displays as: ""behind_6602"""
affect_4985,0.6309,0.6473,Peripheral,Tagged Variant,"Displays as: ""affect_4985"""
busy590,0.668,0.4184,Peripheral,Tagged Variant,"Displays as: ""busy590"""
bill703,0.6508,0.3883,Peripheral,Tagged Variant,"Displays as: ""bill703"""
capacity820,0.6493,0.9529,High Recall,Tagged Variant,"Displays as: ""capacity820"""
again_8453,0.8074,0.7235,High Influence,Tagged Variant,"Displays as: ""again_8453"""
business814,0.6983,0.7616,Peripheral,Tagged Variant,"Displays as: ""business814"""
attempt238,0.7433,0.5813,Peripheral,Tagged Variant,"Displays as: ""attempt238"""
activity_9584,0.9958,0.9363,Core Anchor,Tagged Variant,"Displays as: ""activity_9584"""
always935,0.8737,0.7466,High Influence,Tagged Variant,"Displays as: ""always935"""
arrive630,0.9796,0.8384,Core Anchor,Tagged Variant,"Displays as: ""arrive630"""
anything521,0.657,0.558,Peripheral,Tagged Variant,"Displays as: ""anything521"""
balance857,0.7529,0.972,High Recall,Tagged Variant,"Displays as: ""balance857"""
camera285,0.8219,0.8743,High Influence,Tagged Variant,"Displays as: ""camera285"""
also433,0.6307,0.8978,High Recall,Tagged Variant,"Displays as: ""also433"""
build_3188,0.6017,0.4205,Peripheral,Tagged Variant,"Displays as: ""build_3188"""
access553,0.8682,0.4897,High Influence,Tagged Variant,"Displays as: ""access553"""
binary502,0.8567,0.4999,High Influence,Tagged Variant,"Displays as: ""binary502"""
basic_1034,0.7643,0.4896,Peripheral,Tagged Variant,"Displays as: ""basic_1034"""
access_3489,0.7959,0.8988,High Recall,Tagged Variant,"Displays as: ""access_3489"""
blue404,0.7662,0.3223,Peripheral,Tagged Variant,"Displays as: ""blue404"""
actual_2225,0.6096,0.3533,Peripheral,Tagged Variant,"Displays as: ""actual_2225"""
attitude_5320,0.7341,0.4917,Peripheral,Tagged Variant,"Displays as: ""attitude_5320"""
business_8857,0.6708,0.4399,Peripheral,Tagged Variant,"Displays as: ""business_8857"""
behind_5813,0.6394,0.4623,Peripheral,Tagged Variant,"Displays as: ""behind_5813"""
above814,0.9827,0.8586,Core Anchor,Tagged Variant,"Displays as: ""above814"""
assume794,0.8397,0.6942,High Influence,Tagged Variant,"Displays as: ""assume794"""
call733,0.8915,0.304,High Influence,Tagged Variant,"Displays as: ""call733"""
agency_7450,0.7261,0.6005,Peripheral,Tagged Variant,"Displays as: ""agency_7450"""
about662,0.7573,0.5855,Peripheral,Tagged Variant,"Displays as: ""about662"""
can309,0.6948,0.3798,Peripheral,Tagged Variant,"Displays as: ""can309"""
also_1524,0.6388,0.7733,Peripheral,Tagged Variant,"Displays as: ""also_1524"""
allow_5706,0.6716,0.7915,Peripheral,Tagged Variant,"Displays as: ""allow_5706"""
actual_6873,0.919,0.8046,Core Anchor,Tagged Variant,"Displays as: ""actual_6873"""
against_4511,0.871,0.8099,High Influence,Tagged Variant,"Displays as: ""against_4511"""
ability490,0.8188,0.3,High Influence,Tagged Variant,"Displays as: ""ability490"""
base955,0.79,0.9677,High Recall,Tagged Variant,"Displays as: ""base955"""
bit41,0.969,0.8699,Core Anchor,Tagged Variant,"Displays as: ""bit41"""
amount_5756,0.6291,0.9328,High Recall,Tagged Variant,"Displays as: ""amount_5756"""
assume320,0.7122,0.311,Peripheral,Tagged Variant,"Displays as: ""assume320"""
best650,0.74,0.9537,High Recall,Tagged Variant,"Displays as: ""best650"""
almost767,0.913,0.8669,Core Anchor,Tagged Variant,"Displays as: ""almost767"""
author359,0.997,0.8861,Core Anchor,Tagged Variant,"Displays as: ""author359"""
access208,0.6963,0.3653,Peripheral,Tagged Variant,"Displays as: ""access208"""
basis_8202,0.9497,0.8171,Core Anchor,Tagged Variant,"Displays as: ""basis_8202"""
available_6986,0.9322,0.9719,Core Anchor,Tagged Variant,"Displays as: ""available_6986"""
attention932,0.6899,0.775,Peripheral,Tagged Variant,"Displays as: ""attention932"""
care409,0.7597,0.6994,Peripheral,Tagged Variant,"Displays as: ""care409"""
allow_8647,0.7639,0.9619,High Recall,Tagged Variant,"Displays as: ""allow_8647"""
agent_7318,0.9913,0.6101,High Influence,Tagged Variant,"Displays as: ""agent_7318"""
also_5629,0.6724,0.7195,Peripheral,Tagged Variant,"Displays as: ""also_5629"""
break_9819,0.9197,0.6334,High Influence,Tagged Variant,"Displays as: ""break_9819"""
after415,0.7337,0.953,High Recall,Tagged Variant,"Displays as: ""after415"""
background234,0.8923,0.3533,High Influence,Tagged Variant,"Displays as: ""background234"""
base_2052,0.768,0.6508,Peripheral,Tagged Variant,"Displays as: ""base_2052"""
break_3999,0.8313,0.7809,High Influence,Tagged Variant,"Displays as: ""break_3999"""
because_3113,0.933,0.8543,Core Anchor,Tagged Variant,"Displays as: ""because_3113"""
argue788,0.9217,0.7081,High Influence,Tagged Variant,"Displays as: ""argue788"""
active_3993,0.9466,0.9362,Core Anchor,Tagged Variant,"Displays as: ""active_3993"""
affect_1505,0.6238,0.9594,High Recall,Tagged Variant,"Displays as: ""affect_1505"""
area30,0.8768,0.345,High Influence,Tagged Variant,"Displays as: ""area30"""
against_3030,0.656,0.5817,Peripheral,Tagged Variant,"Displays as: ""against_3030"""
busy_2585,0.7663,0.3164,Peripheral,Tagged Variant,"Displays as: ""busy_2585"""
aware83,0.8194,0.5306,High Influence,Tagged Variant,"Displays as: ""aware83"""
break864,0.7611,0.6758,Peripheral,Tagged Variant,"Displays as: ""break864"""
binary_6962,0.8078,0.9376,High Influence,Tagged Variant,"Displays as: ""binary_6962"""
answer644,0.9986,0.8926,Core Anchor,Tagged Variant,"Displays as: ""answer644"""
amazing_4697,0.6541,0.3892,Peripheral,Tagged Variant,"Displays as: ""amazing_4697"""
around_9387,0.8702,0.3651,High Influence,Tagged Variant,"Displays as: ""around_9387"""
ability171,0.7584,0.7125,Peripheral,Tagged Variant,"Displays as: ""ability171"""
buy944,0.6532,0.6725,Peripheral,Tagged Variant,"Displays as: ""buy944"""
building50,0.6635,0.4865,Peripheral,Tagged Variant,"Displays as: ""building50"""
big_8881,0.9797,0.9296,Core Anchor,Tagged Variant,"Displays as: ""big_8881"""
bill430,0.9518,0.9492,Core Anchor,Tagged Variant,"Displays as: ""bill430"""
care979,0.9628,0.5818,High Influence,Tagged Variant,"Displays as: ""care979"""
actual791,0.9966,0.9232,Core Anchor,Tagged Variant,"Displays as: ""actual791"""
behind273,0.6833,0.5688,Peripheral,Tagged Variant,"Displays as: ""behind273"""
amount_7573,0.7422,0.8158,High Recall,Tagged Variant,"Displays as: ""amount_7573"""
access_2607,0.8677,0.6332,High Influence,Tagged Variant,"Displays as: ""access_2607"""
block_9082,0.7935,0.3858,Peripheral,Tagged Variant,"Displays as: ""block_9082"""
attempt_9160,0.7674,0.9496,High Recall,Tagged Variant,"Displays as: ""attempt_9160"""
action576,0.7431,0.6179,Peripheral,Tagged Variant,"Displays as: ""action576"""
adult683,0.8375,0.8141,High Influence,Tagged Variant,"Displays as: ""adult683"""
almost_6314,0.8302,0.557,High Influence,Tagged Variant,"Displays as: ""almost_6314"""
basis_4212,0.6646,0.3132,Peripheral,Tagged Variant,"Displays as: ""basis_4212"""
animal_1954,0.7887,0.3704,Peripheral,Tagged Variant,"Displays as: ""animal_1954"""
avoid_4182,0.8214,0.6474,High Influence,Tagged Variant,"Displays as: ""avoid_4182"""
also901,0.8281,0.783,High Influence,Tagged Variant,"Displays as: ""also901"""
again_9114,0.684,0.5343,Peripheral,Tagged Variant,"Displays as: ""again_9114"""
bring_5647,0.8969,0.7868,High Influence,Tagged Variant,"Displays as: ""bring_5647"""
again_1950,0.6101,0.789,Peripheral,Tagged Variant,"Displays as: ""again_1950"""
away879,0.7419,0.7928,Peripheral,Tagged Variant,"Displays as: ""away879"""
behavior_9954,0.9121,0.6448,High Influence,Tagged Variant,"Displays as: ""behavior_9954"""
binary_6406,0.8256,0.9404,High Influence,Tagged Variant,"Displays as: ""binary_6406"""
although_6167,0.7045,0.6424,Peripheral,Tagged Variant,"Displays as: ""although_6167"""
attack67,0.878,0.6152,High Influence,Tagged Variant,"Displays as: ""attack67"""
budget356,0.827,0.4396,High Influence,Tagged Variant,"Displays as: ""budget356"""
better_7820,0.9185,0.5154,High Influence,Tagged Variant,"Displays as: ""better_7820"""
agency_9221,0.894,0.3296,High Influence,Tagged Variant,"Displays as: ""agency_9221"""
answer_9764,0.844,0.7435,High Influence,Tagged Variant,"Displays as: ""answer_9764"""
attention_8006,0.7953,0.474,Peripheral,Tagged Variant,"Displays as: ""attention_8006"""
bring220,0.6533,0.5129,Peripheral,Tagged Variant,"Displays as: ""bring220"""
build742,0.7045,0.8396,High Recall,Tagged Variant,"Displays as: ""build742"""
brain363,0.7676,0.5291,Peripheral,Tagged Variant,"Displays as: ""brain363"""
already124,0.8397,0.4695,High Influence,Tagged Variant,"Displays as: ""already124"""
build_8587,0.8055,0.4183,High Influence,Tagged Variant,"Displays as: ""build_8587"""
before248,0.7153,0.8424,High Recall,Tagged Variant,"Displays as: ""before248"""
address996,0.6026,0.3908,Peripheral,Tagged Variant,"Displays as: ""address996"""
approach676,0.7985,0.6176,Peripheral,Tagged Variant,"Displays as: ""approach676"""
assume_9798,0.7143,0.6549,Peripheral,Tagged Variant,"Displays as: ""assume_9798"""
buy_7906,0.8938,0.7812,High Influence,Tagged Variant,"Displays as: ""buy_7906"""
art422,0.6096,0.7433,Peripheral,Tagged Variant,"Displays as: ""art422"""
activity695,0.8339,0.8675,High Influence,Tagged Variant,"Displays as: ""activity695"""
agency_3237,0.9766,0.3313,High Influence,Tagged Variant,"Displays as: ""agency_3237"""
ability110,0.6698,0.5075,Peripheral,Tagged Variant,"Displays as: ""ability110"""
black_7555,0.7887,0.4961,Peripheral,Tagged Variant,"Displays as: ""black_7555"""
both345,0.6366,0.4022,Peripheral,Tagged Variant,"Displays as: ""both345"""
and_9735,0.8503,0.5024,High Influence,Tagged Variant,"Displays as: ""and_9735"""
and_1042,0.8202,0.5168,High Influence,Tagged Variant,"Displays as: ""and_1042"""
believe11,0.7629,0.6653,Peripheral,Tagged Variant,"Displays as: ""believe11"""
approach524,0.8086,0.7646,High Influence,Tagged Variant,"Displays as: ""approach524"""
address768,0.9586,0.5668,High Influence,Tagged Variant,"Displays as: ""address768"""
agency399,0.6785,0.8036,High Recall,Tagged Variant,"Displays as: ""agency399"""
bad_4806,0.609,0.5353,Peripheral,Tagged Variant,"Displays as: ""bad_4806"""
answer_9383,0.9447,0.5032,High Influence,Tagged Variant,"Displays as: ""answer_9383"""
behavior_3063,0.8308,0.6788,High Influence,Tagged Variant,"Displays as: ""behavior_3063"""
ability402,0.9563,0.3166,High Influence,Tagged Variant,"Displays as: ""ability402"""
answer_6042,0.8388,0.3559,High Influence,Tagged Variant,"Displays as: ""answer_6042"""
away_9143,0.9241,0.5926,High Influence,Tagged Variant,"Displays as: ""away_9143"""
block_7017,0.7719,0.96,High Recall,Tagged Variant,"Displays as: ""block_7017"""
above453,0.8999,0.8051,High Influence,Tagged Variant,"Displays as: ""above453"""
cancel177,0.9652,0.3617,High Influence,Tagged Variant,"Displays as: ""cancel177"""
and_3957,0.8288,0.8924,High Influence,Tagged Variant,"Displays as: ""and_3957"""
authority184,0.6723,0.8126,High Recall,Tagged Variant,"Displays as: ""authority184"""
around936,0.7075,0.7277,Peripheral,Tagged Variant,"Displays as: ""around936"""
burn_8223,0.6795,0.8742,High Recall,Tagged Variant,"Displays as: ""burn_8223"""
attitude_5148,0.6987,0.5829,Peripheral,Tagged Variant,"Displays as: ""attitude_5148"""
and302,0.7226,0.4551,Peripheral,Tagged Variant,"Displays as: ""and302"""
action_9861,0.8221,0.6584,High Influence,Tagged Variant,"Displays as: ""action_9861"""
against_6222,0.8352,0.6842,High Influence,Tagged Variant,"Displays as: ""against_6222"""
capital_6718,0.7706,0.6768,Peripheral,Tagged Variant,"Displays as: ""capital_6718"""
campaign_1230,0.8462,0.6956,High Influence,Tagged Variant,"Displays as: ""campaign_1230"""
best274,0.6326,0.9641,High Recall,Tagged Variant,"Displays as: ""best274"""
career_6824,0.6351,0.9316,High Recall,Tagged Variant,"Displays as: ""career_6824"""
boy_3825,0.6687,0.913,High Recall,Tagged Variant,"Displays as: ""boy_3825"""
benefit_9182,0.8072,0.861,High Influence,Tagged Variant,"Displays as: ""benefit_9182"""
begin146,0.6856,0.9604,High Recall,Tagged Variant,"Displays as: ""begin146"""
already_5640,0.7133,0.3689,Peripheral,Tagged Variant,"Displays as: ""already_5640"""
argue_7013,0.7601,0.4856,Peripheral,Tagged Variant,"Displays as: ""argue_7013"""
art_4462,0.9247,0.6465,High Influence,Tagged Variant,"Displays as: ""art_4462"""
